company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,step4_ats_sql_fit,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
AISIN World Corp. of America,company,AISIN Corporation,"AISIN World Corp. of America, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design,0.87,"AISIN World Corp. of America resolves to AISIN Corporation's North American subsidiary, a large active automotive electronics employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Aiwa U.S.A. Ltd.,company,"Aiwa Co., Ltd.",Aiwa U.S.A. Ltd.,yes,yes,no,no,no,,0.67,"Aiwa U.S.A. Ltd. is a North American consumer electronics brand entity, but not a strong direct fit for VLSI/semiconductor job-board seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
AIXTRON,company,AIXTRON SE,"AIXTRON, Inc.",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.92,AIXTRON SE is an active semiconductor equipment company with a U.S. subsidiary and clear relevance to manufacturing process roles.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Ajile Light Industries,company,Ajile Light Industries,,no,no,no,no,no,,0.31,"Ajile Light Industries does not resolve to a clearly active, substantial North American hardware employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alarm.com Holdings,company,"Alarm.com Holdings, Inc.",,yes,yes,yes,no,no,embedded systems;firmware,0.72,"Alarm.com Holdings, Inc. is active in connected security/IoT systems with embedded relevance, but is primarily a software/platform company rather than a core VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alcatel-Lucent Enterprise USA Inc.,company,Alcatel-Lucent Enterprise,ALE USA Inc.,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.82,"Alcatel-Lucent Enterprise USA Inc. resolves to Alcatel-Lucent Enterprise, an active networking hardware company with U.S. operations.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alchip Technologies America,company,Alchip Technologies Limited,"Alchip Technologies America, Inc.",yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;RTL;design verification;physical design or place and route;static timing analysis or timing closure,0.95,"Alchip Technologies America resolves to Alchip Technologies, a substantial ASIC/SoC design services company with North America presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alcon Inc.,company,Alcon Inc.,,yes,yes,no,no,no,,0.91,"Alcon Inc. is an active ophthalmic medical-device company, not a direct fit for the target semiconductor/hardware categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Aldec,company,"Aldec, Inc.",,yes,yes,yes,yes,yes,EDA;FPGA;RTL;design verification,0.94,"Aldec, Inc. is an active EDA vendor focused on FPGA/RTL verification with clear North America hiring relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
ALE USA Inc.,company,Alcatel-Lucent Enterprise,ALE USA Inc.,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.85,"ALE USA Inc. is the U.S. entity of Alcatel-Lucent Enterprise, an active networking hardware employer with relevant engineering roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alereon,company,"Alereon, Inc.",,no,no,yes,no,no,RF or mmWave or wireless baseband chipset;semiconductor design,0.78,"Alereon, Inc. was a UWB wireless chip company but does not appear to be a currently operating employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alerton,company,Alerton,,yes,yes,yes,no,no,embedded systems;firmware,0.7,"Alerton is active in building automation controls with embedded hardware, but it is only an adjacent fit and not a strong ATS seed for VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Alien Technology,company,"Alien Technology, LLC",,yes,yes,yes,yes,yes,semiconductor design;RF or mmWave or wireless baseband chipset;embedded systems;analog or digital design,0.84,"Alien Technology, LLC is an active RFID hardware company in North America with direct semiconductor and RF relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
AliveCor,company,"AliveCor, Inc.",,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.76,"AliveCor, Inc. is an active medical electronics company with embedded hardware, but not a core semiconductor/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
All American Racers,company,"All American Racers, Inc.",,yes,yes,yes,no,no,EV or automotive electronics,0.61,"All American Racers, Inc. is active in motorsports engineering and may touch automotive electronics, but it is not a strong ATS seed for semiconductor-style hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Allegion plc,company,Allegion plc,Allegion US Holding Company Inc.,yes,yes,yes,no,no,embedded systems;firmware,0.74,"Allegion plc is a large active security hardware company with North America presence, but only tangentially relevant to target chip/hardware design roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Allegro MicroSystems,company,"Allegro MicroSystems, Inc.",,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;analog or digital design;power management IC or PMIC;EV or automotive electronics,0.97,"Allegro MicroSystems, Inc. is a major active semiconductor company with strong North America hiring and direct relevance to analog/power/automotive IC roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:01+00:00
Allen-Babcock Corporation,company,Allen-Babcock Corporation,,yes,yes,no,no,no,,0.54,"Resolved to Allen-Babcock Corporation, a live US company, but it is not known as a direct EE/VLSI hardware or semiconductor employer for this target set.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Alliance Laundry Systems LLC,company,Alliance Laundry Systems LLC,,yes,yes,yes,yes,yes,firmware;embedded systems;analog or digital design;hardware validation or electronics test,0.69,"Resolved to Alliance Laundry Systems LLC, an active US appliance manufacturer with embedded-electronics engineering and a real ATS footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Allied Motion Technologies Inc.,company,Allied Motion Technologies Inc.,,yes,yes,yes,yes,yes,firmware;embedded systems;analog or digital design;EV or automotive electronics;hardware validation or electronics test,0.87,"Resolved to Allied Motion Technologies Inc., an active North American motion-control and motor-electronics company relevant to embedded and electronics design roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Allied Telesis,company,"Allied Telesis, Inc.","Allied Telesis, Inc.",yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;firmware;embedded systems,0.84,"Resolved to Allied Telesis, Inc., a live networking-hardware vendor with North American operations and relevant hardware/firmware roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Allient Inc.,merged_or_renamed,Allient Inc.,,yes,yes,yes,yes,yes,firmware;embedded systems;analog or digital design;EV or automotive electronics;hardware validation or electronics test,0.92,"Resolved to Allient Inc., the current name of Allied Motion, which is active in motion-control electronics and embedded hardware.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Allison Transmission Holdings,company,"Allison Transmission Holdings, Inc.",,yes,yes,yes,yes,yes,firmware;embedded systems;EV or automotive electronics;analog or digital design;hardware validation or electronics test,0.82,"Resolved to Allison Transmission Holdings, Inc., an active automotive powertrain company with substantial embedded-electronics engineering and ATS hiring presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Allot Inc.,company,Allot Ltd.,Allot Inc.,yes,yes,no,no,no,,0.9,"Resolved to Allot Ltd. with North American subsidiary Allot Inc., but its core business is network software/security rather than target hardware or semiconductor design.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Alpha & Omega Semiconductor Incorporated,company,Alpha and Omega Semiconductor Limited,,yes,yes,yes,yes,yes,semiconductor design;analog or digital design;power management IC or PMIC;semiconductor foundry or manufacturing process,0.97,"Resolved to Alpha and Omega Semiconductor Limited, an active semiconductor company with strong relevance to power IC design and North America hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Alpha Motor Corporation,company,Alpha Motor Corporation,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.67,"Resolved to Alpha Motor Corporation, which is plausibly relevant to EV electronics but appears too small or uncertain as an ATS-quality seed employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Alphabet,company,Alphabet Inc.,,yes,yes,yes,yes,yes,AI accelerator or ML hardware;CPU or GPU architecture or HPC;computer/server/datacenter/networking hardware;firmware;embedded systems,0.76,"Resolved to Alphabet Inc., whose hardware organizations include datacenter, networking, and AI/ML silicon efforts and which has a major ATS footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
AlphaTheta ECL Americas,company,AlphaTheta Corporation,AlphaTheta ECL Americas LLC,yes,yes,no,no,no,,0.8,"Resolved to AlphaTheta Corporation via its North American entity AlphaTheta ECL Americas LLC, but it is primarily a DJ/audio equipment company rather than a target hardware employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Alpine Electronics,company,"Alpine Electronics, Inc.","Alpine Electronics of America, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test;RF or mmWave or wireless baseband chipset,0.88,"Resolved to Alpine Electronics, Inc. with North American hiring via Alpine Electronics of America, Inc., and it is relevant for automotive electronics and embedded systems.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Alps Alpine North America,company,"Alps Alpine Co., Ltd.","Alps Alpine North America, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test;RF or mmWave or wireless baseband chipset,0.92,"Resolved to Alps Alpine Co., Ltd. with North American entity Alps Alpine North America, Inc., a substantial automotive and electronic-components employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
ALSTOM Transport USA Inc.,company,ALSTOM SA,ALSTOM Transport USA Inc.,yes,yes,yes,yes,yes,embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.71,"Resolved to ALSTOM SA via ALSTOM Transport USA Inc., and while rail-focused, it has meaningful embedded and electronics engineering with a sizable ATS presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Altair Engineering Inc.,company,Altair Engineering Inc.,,yes,yes,yes,yes,yes,EDA,0.95,"Resolved to Altair Engineering Inc., an active engineering software company with an established EDA portfolio and strong North America hiring presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Altec Lansing,merged_or_renamed,"Altec Lansing, LLC",,yes,yes,no,no,no,,0.63,"Resolved to Altec Lansing, LLC, a live consumer-audio brand/company, but not a meaningful target employer for VLSI/ASIC/embedded hardware recruiting.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Altera Corporation,merged_or_renamed,Altera Corporation,,yes,yes,yes,yes,yes,FPGA;ASIC;SoC;semiconductor design;RTL;design verification;semiconductor IP;physical design or place and route;design for test (DFT);static timing analysis or timing closure;post-silicon validation or silicon bring-up;SerDes or high-speed I/O,0.98,"Resolved to the current Altera Corporation, an active FPGA semiconductor employer in North America and an excellent ATS seed for chip-design roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Altium LLC,company,Altium Limited,Altium LLC,yes,yes,yes,yes,yes,EDA,0.94,"Resolved to Altium Limited with North American hiring via Altium LLC, and it is directly relevant as an EDA vendor.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
AM General LLC,company,AM General LLC,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware;hardware validation or electronics test,0.78,"Resolved to AM General LLC, which has vehicle electronics relevance, but it is better excluded as a defense/military-oriented ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Amazon.com,company,"Amazon.com, Inc.",,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;firmware;embedded systems;AI accelerator or ML hardware;CPU or GPU architecture or HPC,0.9,"Resolved to Amazon.com, Inc., whose AWS and devices organizations hire heavily in server, networking, silicon, and embedded hardware roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:29+00:00
Ambarella,company,"Ambarella, Inc.",,yes,yes,yes,yes,yes,SoC;semiconductor design;AI accelerator or ML hardware;computer/server/datacenter/networking hardware;EV or automotive electronics;embedded systems,0.97,"Ambarella resolves to Ambarella, Inc., an active US semiconductor SoC company with strong NA hiring and direct relevance to edge AI/vision silicon.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:43+00:00
Ambi Robotics,company,"Ambi Robotics, Inc.",,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.77,"Ambi Robotics resolves to Ambi Robotics, Inc., an active US robotics company with embedded hardware relevance but weaker fit as a VLSI-focused ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:43+00:00
Ambicom Holdings,unclear,Ambicom Holdings,,no,no,no,no,no,,0.33,"Ambicom Holdings could not be confidently resolved to a current, meaningful North-America hardware employer from the input alone.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:43+00:00
Ambient Technologies,unclear,Ambient Technologies,,no,no,no,no,no,,0.25,Ambient Technologies is too ambiguous to resolve confidently to a specific current company relevant for this ATS list.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:43+00:00
Ambiq Micro,company,"Ambiq Micro, Inc.",,yes,yes,yes,yes,yes,VLSI;ASIC;SoC;semiconductor design;embedded systems;analog or digital design;power management IC or PMIC,0.96,"Ambiq Micro resolves to Ambiq Micro, Inc., an active US fabless semiconductor company with strong low-power SoC and mixed-signal relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:13:43+00:00
