company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Accenture,company,Accenture plc,,yes,yes,no,no,,0.98,"Resolved to Accenture plc, an active consulting/services company with major North America presence but not a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Access Devices,company,"Access Devices, Inc.",,no,no,yes,no,embedded systems;hardware validation or electronics test,0.27,"Resolved to Access Devices, Inc., but I cannot confirm active operations or North America presence; the name suggests possible electronics-device relevance.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Access IS,company,Access IS,,yes,no,yes,no,embedded systems;hardware validation or electronics test,0.55,"Resolved to Access IS, an active identification-hardware company, but I cannot verify a concrete US/Canada hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Access Solutions International,company,Access Solutions International,,no,no,no,no,,0.41,"Resolved to Access Solutions International, but I cannot verify an active operating company or relevance to target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Accident data recorder,not_a_company,Accident data recorder,,no,no,no,no,,0.99,"Resolved 'Accident data recorder' as a product/technical concept, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Acclarent,company,"Acclarent, Inc.",,yes,yes,no,no,,0.95,"Resolved to Acclarent, Inc., an active US medical-device company rather than a target semiconductor or hardware-design employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Accord Networks,company,Accord Networks Ltd.,,no,no,yes,no,computer/server/datacenter/networking hardware;embedded systems,0.46,"Resolved to Accord Networks Ltd., which appears networking-related, but I cannot verify current operations or North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Accton Technology,company,Accton Technology Corporation,Accton Technology Corporation USA,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems,0.92,"Resolved to Accton Technology Corporation, an active networking-hardware company with North America presence via Accton Technology Corporation USA.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Accuray,company,Accuray Incorporated,,yes,yes,no,no,,0.9,"Resolved to Accuray Incorporated, an active US radiation-therapy equipment company but not a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Accuride,company,Accuride Corporation,,yes,yes,no,no,,0.84,"Resolved to Accuride Corporation, an active North American wheel/vehicle-components company, not primarily a target electronics employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
ACDelco,product_line,General Motors Company,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.95,"Resolved ACDelco to General Motors Company, its current parent, which is active in North America and relevant through automotive electronics and embedded systems.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
Ace,unclear,Ace,,no,no,no,no,,0.99,Resolved 'Ace' as unclear because it is too ambiguous to identify a specific company.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:13+00:00
ACE EV Group,company,ACE EV Group,,yes,no,yes,no,EV or automotive electronics,0.62,"Resolved to ACE EV Group, an operating EV company, but I lack concrete US/Canada hiring presence; its EV business is relevant to automotive electronics.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Ace Nanochem,company,Ace Nanochem,,yes,no,no,no,,0.63,"Resolved to Ace Nanochem, an operating chemicals/materials company with no known North America hiring presence and no clear EE/VLSI hardware design focus.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acelity,merged_or_renamed,3M Company,,yes,yes,no,no,,0.86,"Resolved Acelity to 3M Company via acquisition; 3M is active in North America, but Acelity/3M's wound-care focus is not relevant to EE/VLSI target categories.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acelity Holdings,merged_or_renamed,3M Company,,yes,yes,no,no,,0.86,"Resolved Acelity Holdings to 3M Company via acquisition; 3M is active in North America, but this business is not relevant to EE/VLSI target categories.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acelity L.P.,merged_or_renamed,3M Company,,yes,yes,no,no,,0.86,"Resolved Acelity L.P. to 3M Company via acquisition; 3M is active in North America, but this business is not relevant to EE/VLSI target categories.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acell,company,"Acell, Inc.",,yes,yes,no,no,,0.58,"Resolved to Acell, Inc., a North American operating company, but it is not clearly in semiconductor, electronics, or hardware design categories.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
AceMach,company,AceMach,,yes,no,no,no,,0.34,"Resolved to AceMach as an operating company, but I cannot verify a concrete North America hiring presence or a relevant EE/VLSI hardware focus.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acemagic,company,"Shenzhen Shanminheng Technology Co., Ltd.",,yes,no,yes,no,computer/server/datacenter/networking hardware,0.71,"Resolved Acemagic to Shenzhen Shanminheng Technology Co., Ltd., an active PC hardware brand owner, but I lack concrete US/Canada hiring presence despite relevant computer hardware products.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer,company,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.95,"Resolved to Acer Inc., which hires in North America via Acer America Corporation and is relevant through its computer hardware business.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Aspire,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Acer Aspire to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Aspire laptops,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Acer Aspire laptops to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Aspire One,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Acer Aspire One to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Aspire Timeline,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Acer Aspire Timeline to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer ConceptD,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.96,"Resolved Acer ConceptD to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Enduro,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.96,"Resolved Acer Enduro to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Extensa,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.96,"Resolved Acer Extensa to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Ferrari,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.95,"Resolved Acer Ferrari to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Gemstone,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.95,"Resolved Acer Gemstone to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Nitro,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Acer Nitro to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Predator,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Acer Predator to Acer Inc.; the parent is active, has North America hiring via Acer America Corporation, and is relevant for computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:27+00:00
Acer Spin,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.96,Resolved 'Acer Spin' as an Acer laptop product line under Acer Inc.; Acer has Acer America and is relevant via computing hardware and associated firmware/embedded work.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acer Swift,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.96,Resolved 'Acer Swift' as an Acer laptop product line under Acer Inc.; Acer has Acer America and is relevant via computing hardware and associated firmware/embedded work.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acer Switch,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.95,Resolved 'Acer Switch' as an Acer detachable/tablet product line under Acer Inc.; Acer has North American operations and is relevant through computing hardware.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acer TravelMate,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.97,"Resolved 'Acer TravelMate' as an Acer notebook product line under Acer Inc.; Acer is active, hires in North America, and is relevant through computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
AcerNote,product_line,Acer Inc.,Acer America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.9,Resolved 'AcerNote' as an older Acer notebook line under Acer Inc.; the parent remains active with North American presence and relevant computer hardware work.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acfa,unclear,Acfa,,no,no,no,no,,0.18,'Acfa' could not be confidently resolved to a specific current company with North American EE/hardware relevance.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Achilles,unclear,Achilles,,no,no,no,no,,0.14,"'Achilles' is ambiguous and could refer to multiple non-company uses, so it was not confidently resolved to a current relevant employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Achronix,company,Achronix Semiconductor Corporation,,yes,yes,yes,yes,FPGA;ASIC;SoC;semiconductor design;semiconductor IP;RTL;design verification;AI accelerator or ML hardware,0.98,"Resolved to Achronix Semiconductor Corporation, an active US FPGA/eFPGA semiconductor company relevant to ASIC/SoC and related design roles.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
ACI Worldwide,company,"ACI Worldwide, Inc.",,yes,yes,no,no,,0.97,"Resolved to ACI Worldwide, Inc., an active US payments software company with North American presence but not a target EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acieta,company,"Acieta, LLC",,yes,yes,no,no,,0.78,"Resolved to Acieta, LLC, an active North American industrial robotics integrator, but it is primarily systems integration rather than semiconductor/electronics design.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acision,merged_or_renamed,"Mavenir Systems, Inc.",,yes,yes,no,no,,0.72,"Resolved 'Acision' to Mavenir Systems, Inc. via acquisition/merger history; the successor is active in telecom software but not clearly a target chip/hardware design employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Aclara Biosciences,defunct,"Aclara BioSciences, Inc.",,no,no,no,no,,0.9,"Resolved to Aclara BioSciences, Inc., a defunct biosciences company rather than a current EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
ACM Research,company,"ACM Research, Inc.",,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test,0.95,"Resolved to ACM Research, Inc., an active semiconductor wafer-processing equipment company with US presence and clear relevance to semiconductor manufacturing.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acme,unclear,Acme,,no,no,no,no,,0.12,'Acme' is too generic to resolve to one specific current company for this database.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acme Cleveland,unclear,Acme Cleveland,,no,no,no,no,,0.16,'Acme Cleveland' is ambiguous and not confidently resolvable to a specific current relevant company.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acme Electric,company,Acme Electric Corporation,,yes,yes,no,no,,0.74,"Resolved to Acme Electric Corporation, an active North American power-products company, but not clearly a target semiconductor/electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acme Manufacturing,unclear,Acme Manufacturing,,no,no,no,no,,0.15,'Acme Manufacturing' is too generic to map confidently to a specific current company with relevant North American hiring.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acme Motor Truck,defunct,Acme Motor Truck Company,,no,no,no,no,,0.93,"Resolved to Acme Motor Truck Company, a defunct historical vehicle maker rather than a current employer.",v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
Acme Packet,merged_or_renamed,Oracle Corporation,,yes,yes,no,no,,0.96,Resolved 'Acme Packet' to Oracle Corporation via acquisition; Oracle is active in North America but the canonical company is not a target EE/VLSI hardware employer.,v3-precision-step2,gpt-5.4,2026-07-02T08:03:40+00:00
